SigmaNoise,TrialNumber,Seed,Mode,SearchMethod,Hit,NumCrossings,PhysicalTime,NumRk4Steps,SelectedPInitial,SelectedPFinal,SelectedPValues,NumRetargetingEvents,NumRetargetingFailures,RetargetingCrossingIndices,RetargetingTimes,RetargetingSearchMethods,RetargetingSelectedP,FinalTargetError,FinalStateX,FinalStateY,FinalStateZ,IntegrationFailed,FailureReason,ComputationalTime,IsSmokeTest
0,1,192001,sectionRetargetMode,shinbrotDiscontinuityAwareBisection,1,3,6.09857092445248,6100,0.08671875,0.0875,0.08671875;0.08515625;0.0875,3,0,0;1;2,0;0.808716666678;2.4974820701,shinbrotDiscontinuityAwareBisection;shinbrotDiscontinuityAwareBisection;shinbrotDiscontinuityAwareBisection,0.08671875;0.08515625;0.0875,0.00208516827873595,13.7269148317213,19.5556656838098,26.921,0,,0.7264023,0
0,2,192002,sectionRetargetMode,shinbrotDiscontinuityAwareBisection,1,3,6.09857092445248,6100,0.08671875,0.0875,0.08671875;0.08515625;0.0875,3,0,0;1;2,0;0.808716666678;2.4974820701,shinbrotDiscontinuityAwareBisection;shinbrotDiscontinuityAwareBisection;shinbrotDiscontinuityAwareBisection,0.08671875;0.08515625;0.0875,0.00208516827873595,13.7269148317213,19.5556656838098,26.921,0,,0.5560534,0
0,3,192003,sectionRetargetMode,shinbrotDiscontinuityAwareBisection,1,3,6.09857092445248,6100,0.08671875,0.0875,0.08671875;0.08515625;0.0875,3,0,0;1;2,0;0.808716666678;2.4974820701,shinbrotDiscontinuityAwareBisection;shinbrotDiscontinuityAwareBisection;shinbrotDiscontinuityAwareBisection,0.08671875;0.08515625;0.0875,0.00208516827873595,13.7269148317213,19.5556656838098,26.921,0,,0.5432422,0
0,4,192004,sectionRetargetMode,shinbrotDiscontinuityAwareBisection,1,3,6.09857092445248,6100,0.08671875,0.0875,0.08671875;0.08515625;0.0875,3,0,0;1;2,0;0.808716666678;2.4974820701,shinbrotDiscontinuityAwareBisection;shinbrotDiscontinuityAwareBisection;shinbrotDiscontinuityAwareBisection,0.08671875;0.08515625;0.0875,0.00208516827873595,13.7269148317213,19.5556656838098,26.921,0,,0.4750911,0
0,5,192005,sectionRetargetMode,shinbrotDiscontinuityAwareBisection,1,3,6.09857092445248,6100,0.08671875,0.0875,0.08671875;0.08515625;0.0875,3,0,0;1;2,0;0.808716666678;2.4974820701,shinbrotDiscontinuityAwareBisection;shinbrotDiscontinuityAwareBisection;shinbrotDiscontinuityAwareBisection,0.08671875;0.08515625;0.0875,0.00208516827873595,13.7269148317213,19.5556656838098,26.921,0,,0.6002186,0
0,6,192006,sectionRetargetMode,shinbrotDiscontinuityAwareBisection,1,3,6.09857092445248,6100,0.08671875,0.0875,0.08671875;0.08515625;0.0875,3,0,0;1;2,0;0.808716666678;2.4974820701,shinbrotDiscontinuityAwareBisection;shinbrotDiscontinuityAwareBisection;shinbrotDiscontinuityAwareBisection,0.08671875;0.08515625;0.0875,0.00208516827873595,13.7269148317213,19.5556656838098,26.921,0,,0.4455953,0
0,7,192007,sectionRetargetMode,shinbrotDiscontinuityAwareBisection,1,3,6.09857092445248,6100,0.08671875,0.0875,0.08671875;0.08515625;0.0875,3,0,0;1;2,0;0.808716666678;2.4974820701,shinbrotDiscontinuityAwareBisection;shinbrotDiscontinuityAwareBisection;shinbrotDiscontinuityAwareBisection,0.08671875;0.08515625;0.0875,0.00208516827873595,13.7269148317213,19.5556656838098,26.921,0,,0.4824522,0
0,8,192008,sectionRetargetMode,shinbrotDiscontinuityAwareBisection,1,3,6.09857092445248,6100,0.08671875,0.0875,0.08671875;0.08515625;0.0875,3,0,0;1;2,0;0.808716666678;2.4974820701,shinbrotDiscontinuityAwareBisection;shinbrotDiscontinuityAwareBisection;shinbrotDiscontinuityAwareBisection,0.08671875;0.08515625;0.0875,0.00208516827873595,13.7269148317213,19.5556656838098,26.921,0,,0.4654347,0
0,9,192009,sectionRetargetMode,shinbrotDiscontinuityAwareBisection,1,3,6.09857092445248,6100,0.08671875,0.0875,0.08671875;0.08515625;0.0875,3,0,0;1;2,0;0.808716666678;2.4974820701,shinbrotDiscontinuityAwareBisection;shinbrotDiscontinuityAwareBisection;shinbrotDiscontinuityAwareBisection,0.08671875;0.08515625;0.0875,0.00208516827873595,13.7269148317213,19.5556656838098,26.921,0,,0.503751,0
0,10,192010,sectionRetargetMode,shinbrotDiscontinuityAwareBisection,1,3,6.09857092445248,6100,0.08671875,0.0875,0.08671875;0.08515625;0.0875,3,0,0;1;2,0;0.808716666678;2.4974820701,shinbrotDiscontinuityAwareBisection;shinbrotDiscontinuityAwareBisection;shinbrotDiscontinuityAwareBisection,0.08671875;0.08515625;0.0875,0.00208516827873595,13.7269148317213,19.5556656838098,26.921,0,,0.5822715,0
